Data as of,Start Week,End Week,State,Condition Group,Condition,ICD10_codes,Age Group,Number of COVID-19 Deaths
10/25/2020,2/1/2020,10/24/2020,KY,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",Not stated,0
10/25/2020,2/1/2020,10/24/2020,KY,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",All Ages,65
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
10/25/2020,2/1/2020,10/24/2020,KY,COVID-19,COVID-19,U071,0-24,
10/25/2020,2/1/2020,10/24/2020,KY,COVID-19,COVID-19,U071,25-34,
10/25/2020,2/1/2020,10/24/2020,KY,COVID-19,COVID-19,U071,35-44,24
10/25/2020,2/1/2020,10/24/2020,KY,COVID-19,COVID-19,U071,45-54,48
10/25/2020,2/1/2020,10/24/2020,KY,COVID-19,COVID-19,U071,55-64,158
10/25/2020,2/1/2020,10/24/2020,KY,COVID-19,COVID-19,U071,65-74,336
10/25/2020,2/1/2020,10/24/2020,KY,COVID-19,COVID-19,U071,75-84,400
10/25/2020,2/1/2020,10/24/2020,KY,COVID-19,COVID-19,U071,85+,489
10/25/2020,2/1/2020,10/24/2020,KY,COVID-19,COVID-19,U071,Not stated,0
10/25/2020,2/1/2020,10/24/2020,KY,COVID-19,COVID-19,U071,All Ages,1462
10/25/2020,2/1/2020,10/24/2020,LA,Respiratory diseases,Influenza and pneumonia,J09-J18,0-24,
10/25/2020,2/1/2020,10/24/2020,LA,Respiratory diseases,Influenza and pneumonia,J09-J18,25-34,21
10/25/2020,2/1/2020,10/24/2020,LA,Respiratory diseases,Influenza and pneumonia,J09-J18,35-44,57
10/25/2020,2/1/2020,10/24/2020,LA,Respiratory diseases,Influenza and pneumonia,J09-J18,45-54,111
10/25/2020,2/1/2020,10/24/2020,LA,Respiratory diseases,Influenza and pneumonia,J09-J18,55-64,355
10/25/2020,2/1/2020,10/24/2020,LA,Respiratory diseases,Influenza and pneumonia,J09-J18,65-74,567
10/25/2020,2/1/2020,10/24/2020,LA,Respiratory diseases,Influenza and pneumonia,J09-J18,75-84,672
10/25/2020,2/1/2020,10/24/2020,LA,Respiratory diseases,Influenza and pneumonia,J09-J18,85+,594
10/25/2020,2/1/2020,10/24/2020,LA,Respiratory diseases,Influenza and pneumonia,J09-J18,Not stated,0
10/25/2020,2/1/2020,10/24/2020,LA,Respiratory diseases,Influenza and pneumonia,J09-J18,All Ages,2382
10/25/2020,2/1/2020,10/24/2020,LA,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,0-24,
10/25/2020,2/1/2020,10/24/2020,LA,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,25-34,
10/25/2020,2/1/2020,10/24/2020,LA,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,35-44,
10/25/2020,2/1/2020,10/24/2020,LA,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,45-54,11
10/25/2020,2/1/2020,10/24/2020,LA,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,55-64,48
10/25/2020,2/1/2020,10/24/2020,LA,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,65-74,93
10/25/2020,2/1/2020,10/24/2020,LA,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,75-84,123
10/25/2020,2/1/2020,10/24/2020,LA,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,85+,81
10/25/2020,2/1/2020,10/24/2020,LA,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,Not stated,0
10/25/2020,2/1/2020,10/24/2020,LA,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,All Ages,364
10/25/2020,2/1/2020,10/24/2020,LA,Respiratory diseases,Adult respiratory distress syndrome,J80,0-24,
10/25/2020,2/1/2020,10/24/2020,LA,Respiratory diseases,Adult respiratory distress syndrome,J80,25-34,13
10/25/2020,2/1/2020,10/24/2020,LA,Respiratory diseases,Adult respiratory distress syndrome,J80,35-44,43
10/25/2020,2/1/2020,10/24/2020,LA,Respiratory diseases,Adult respiratory distress syndrome,J80,45-54,77
10/25/2020,2/1/2020,10/24/2020,LA,Respiratory diseases,Adult respiratory distress syndrome,J80,55-64,201
10/25/2020,2/1/2020,10/24/2020,LA,Respiratory diseases,Adult respiratory distress syndrome,J80,65-74,325
10/25/2020,2/1/2020,10/24/2020,LA,Respiratory diseases,Adult respiratory distress syndrome,J80,75-84,345
10/25/2020,2/1/2020,10/24/2020,LA,Respiratory diseases,Adult respiratory distress syndrome,J80,85+,279
10/25/2020,2/1/2020,10/24/2020,LA,Respiratory diseases,Adult respiratory distress syndrome,J80,Not stated,0
10/25/2020,2/1/2020,10/24/2020,LA,Respiratory diseases,Adult respiratory distress syndrome,J80,All Ages,1287
10/25/2020,2/1/2020,10/24/2020,LA,Respiratory diseases,Respiratory failure,J96,0-24,
10/25/2020,2/1/2020,10/24/2020,LA,Respiratory diseases,Respiratory failure,J96,25-34,17
10/25/2020,2/1/2020,10/24/2020,LA,Respiratory diseases,Respiratory failure,J96,35-44,34
10/25/2020,2/1/2020,10/24/2020,LA,Respiratory diseases,Respiratory failure,J96,45-54,102
10/25/2020,2/1/2020,10/24/2020,LA,Respiratory diseases,Respiratory failure,J96,55-64,266
10/25/2020,2/1/2020,10/24/2020,LA,Respiratory diseases,Respiratory failure,J96,65-74,439
10/25/2020,2/1/2020,10/24/2020,LA,Respiratory diseases,Respiratory failure,J96,75-84,593
10/25/2020,2/1/2020,10/24/2020,LA,Respiratory diseases,Respiratory failure,J96,85+,447
10/25/2020,2/1/2020,10/24/2020,LA,Respiratory diseases,Respiratory failure,J96,Not stated,0
10/25/2020,2/1/2020,10/24/2020,LA,Respiratory diseases,Respiratory failure,J96,All Ages,1901
10/25/2020,2/1/2020,10/24/2020,LA,Respiratory diseases,Respiratory arrest,R09.2,0-24,
10/25/2020,2/1/2020,10/24/2020,LA,Respiratory diseases,Respiratory arrest,R09.2,25-34,
10/25/2020,2/1/2020,10/24/2020,LA,Respiratory diseases,Respiratory arrest,R09.2,35-44,
10/25/2020,2/1/2020,10/24/2020,LA,Respiratory diseases,Respiratory arrest,R09.2,45-54,
10/25/2020,2/1/2020,10/24/2020,LA,Respiratory diseases,Respiratory arrest,R09.2,55-64,
10/25/2020,2/1/2020,10/24/2020,LA,Respiratory diseases,Respiratory arrest,R09.2,65-74,16
10/25/2020,2/1/2020,10/24/2020,LA,Respiratory diseases,Respiratory arrest,R09.2,75-84,12
10/25/2020,2/1/2020,10/24/2020,LA,Respiratory diseases,Respiratory arrest,R09.2,85+,11
10/25/2020,2/1/2020,10/24/2020,LA,Respiratory diseases,Respiratory arrest,R09.2,Not stated,0
10/25/2020,2/1/2020,10/24/2020,LA,Respiratory diseases,Respiratory arrest,R09.2,All Ages,51
10/25/2020,2/1/2020,10/24/2020,LA,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",0-24,
10/25/2020,2/1/2020,10/24/2020,LA,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",25-34,
10/25/2020,2/1/2020,10/24/2020,LA,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",35-44,
10/25/2020,2/1/2020,10/24/2020,LA,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",45-54,
10/25/2020,2/1/2020,10/24/2020,LA,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",55-64,36
10/25/2020,2/1/2020,10/24/2020,LA,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",65-74,60
10/25/2020,2/1/2020,10/24/2020,LA,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",75-84,102
10/25/2020,2/1/2020,10/24/2020,LA,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",85+,62
10/25/2020,2/1/2020,10/24/2020,LA,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",Not stated,0
10/25/2020,2/1/2020,10/24/2020,LA,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",All Ages,277
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
10/25/2020,2/1/2020,10/24/2020,LA,COVID-19,COVID-19,U071,0-24,16
10/25/2020,2/1/2020,10/24/2020,LA,COVID-19,COVID-19,U071,25-34,38
10/25/2020,2/1/2020,10/24/2020,LA,COVID-19,COVID-19,U071,35-44,115
10/25/2020,2/1/2020,10/24/2020,LA,COVID-19,COVID-19,U071,45-54,266
10/25/2020,2/1/2020,10/24/2020,LA,COVID-19,COVID-19,U071,55-64,718
10/25/2020,2/1/2020,10/24/2020,LA,COVID-19,COVID-19,U071,65-74,1189
10/25/2020,2/1/2020,10/24/2020,LA,COVID-19,COVID-19,U071,75-84,1514
10/25/2020,2/1/2020,10/24/2020,LA,COVID-19,COVID-19,U071,85+,1298
10/25/2020,2/1/2020,10/24/2020,LA,COVID-19,COVID-19,U071,Not stated,0
10/25/2020,2/1/2020,10/24/2020,LA,COVID-19,COVID-19,U071,All Ages,5154
10/25/2020,2/1/2020,10/24/2020,ME,Respiratory diseases,Influenza and pneumonia,J09-J18,0-24,0
10/25/2020,2/1/2020,10/24/2020,ME,Respiratory diseases,Influenza and pneumonia,J09-J18,25-34,0
10/25/2020,2/1/2020,10/24/2020,ME,Respiratory diseases,Influenza and pneumonia,J09-J18,35-44,
10/25/2020,2/1/2020,10/24/2020,ME,Respiratory diseases,Influenza and pneumonia,J09-J18,45-54,
10/25/2020,2/1/2020,10/24/2020,ME,Respiratory diseases,Influenza and pneumonia,J09-J18,55-64,
10/25/2020,2/1/2020,10/24/2020,ME,Respiratory diseases,Influenza and pneumonia,J09-J18,65-74,
10/25/2020,2/1/2020,10/24/2020,ME,Respiratory diseases,Influenza and pneumonia,J09-J18,75-84,
10/25/2020,2/1/2020,10/24/2020,ME,Respiratory diseases,Influenza and pneumonia,J09-J18,85+,13
10/25/2020,2/1/2020,10/24/2020,ME,Respiratory diseases,Influenza and pneumonia,J09-J18,Not stated,0
10/25/2020,2/1/2020,10/24/2020,ME,Respiratory diseases,Influenza and pneumonia,J09-J18,All Ages,31
10/25/2020,2/1/2020,10/24/2020,ME,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,0-24,0
10/25/2020,2/1/2020,10/24/2020,ME,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,25-34,0
10/25/2020,2/1/2020,10/24/2020,ME,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,35-44,0
10/25/2020,2/1/2020,10/24/2020,ME,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,45-54,0
10/25/2020,2/1/2020,10/24/2020,ME,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,55-64,0
10/25/2020,2/1/2020,10/24/2020,ME,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,65-74,
10/25/2020,2/1/2020,10/24/2020,ME,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,75-84,
10/25/2020,2/1/2020,10/24/2020,ME,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,85+,
10/25/2020,2/1/2020,10/24/2020,ME,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,Not stated,0
10/25/2020,2/1/2020,10/24/2020,ME,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,All Ages,19
10/25/2020,2/1/2020,10/24/2020,ME,Respiratory diseases,Adult respiratory distress syndrome,J80,0-24,0
10/25/2020,2/1/2020,10/24/2020,ME,Respiratory diseases,Adult respiratory distress syndrome,J80,25-34,0
10/25/2020,2/1/2020,10/24/2020,ME,Respiratory diseases,Adult respiratory distress syndrome,J80,35-44,0
10/25/2020,2/1/2020,10/24/2020,ME,Respiratory diseases,Adult respiratory distress syndrome,J80,45-54,0
10/25/2020,2/1/2020,10/24/2020,ME,Respiratory diseases,Adult respiratory distress syndrome,J80,55-64,
10/25/2020,2/1/2020,10/24/2020,ME,Respiratory diseases,Adult respiratory distress syndrome,J80,65-74,
10/25/2020,2/1/2020,10/24/2020,ME,Respiratory diseases,Adult respiratory distress syndrome,J80,75-84,
10/25/2020,2/1/2020,10/24/2020,ME,Respiratory diseases,Adult respiratory distress syndrome,J80,85+,
10/25/2020,2/1/2020,10/24/2020,ME,Respiratory diseases,Adult respiratory distress syndrome,J80,Not stated,0
10/25/2020,2/1/2020,10/24/2020,ME,Respiratory diseases,Adult respiratory distress syndrome,J80,All Ages,19
10/25/2020,2/1/2020,10/24/2020,ME,Respiratory diseases,Respiratory failure,J96,0-24,0
10/25/2020,2/1/2020,10/24/2020,ME,Respiratory diseases,Respiratory failure,J96,25-34,0
10/25/2020,2/1/2020,10/24/2020,ME,Respiratory diseases,Respiratory failure,J96,35-44,0
10/25/2020,2/1/2020,10/24/2020,ME,Respiratory diseases,Respiratory failure,J96,45-54,
10/25/2020,2/1/2020,10/24/2020,ME,Respiratory diseases,Respiratory failure,J96,55-64,0
10/25/2020,2/1/2020,10/24/2020,ME,Respiratory diseases,Respiratory failure,J96,65-74,
10/25/2020,2/1/2020,10/24/2020,ME,Respiratory diseases,Respiratory failure,J96,75-84,
10/25/2020,2/1/2020,10/24/2020,ME,Respiratory diseases,Respiratory failure,J96,85+,
10/25/2020,2/1/2020,10/24/2020,ME,Respiratory diseases,Respiratory failure,J96,Not stated,0
10/25/2020,2/1/2020,10/24/2020,ME,Respiratory diseases,Respiratory failure,J96,All Ages,26
10/25/2020,2/1/2020,10/24/2020,ME,Respiratory diseases,Respiratory arrest,R09.2,0-24,0
10/25/2020,2/1/2020,10/24/2020,ME,Respiratory diseases,Respiratory arrest,R09.2,25-34,0
10/25/2020,2/1/2020,10/24/2020,ME,Respiratory diseases,Respiratory arrest,R09.2,35-44,0
10/25/2020,2/1/2020,10/24/2020,ME,Respiratory diseases,Respiratory arrest,R09.2,45-54,0
10/25/2020,2/1/2020,10/24/2020,ME,Respiratory diseases,Respiratory arrest,R09.2,55-64,0
10/25/2020,2/1/2020,10/24/2020,ME,Respiratory diseases,Respiratory arrest,R09.2,65-74,
10/25/2020,2/1/2020,10/24/2020,ME,Respiratory diseases,Respiratory arrest,R09.2,75-84,
10/25/2020,2/1/2020,10/24/2020,ME,Respiratory diseases,Respiratory arrest,R09.2,85+,0
10/25/2020,2/1/2020,10/24/2020,ME,Respiratory diseases,Respiratory arrest,R09.2,Not stated,0
10/25/2020,2/1/2020,10/24/2020,ME,Respiratory diseases,Respiratory arrest,R09.2,All Ages,
10/25/2020,2/1/2020,10/24/2020,ME,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",0-24,0
10/25/2020,2/1/2020,10/24/2020,ME,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",25-34,0
10/25/2020,2/1/2020,10/24/2020,ME,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",35-44,0
10/25/2020,2/1/2020,10/24/2020,ME,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",45-54,0
10/25/2020,2/1/2020,10/24/2020,ME,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",55-64,
10/25/2020,2/1/2020,10/24/2020,ME,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",65-74,
10/25/2020,2/1/2020,10/24/2020,ME,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",75-84,
10/25/2020,2/1/2020,10/24/2020,ME,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",85+,0
10/25/2020,2/1/2020,10/24/2020,ME,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",Not stated,0
10/25/2020,2/1/2020,10/24/2020,ME,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",All Ages,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
10/25/2020,2/1/2020,10/24/2020,ME,COVID-19,COVID-19,U071,0-24,0
10/25/2020,2/1/2020,10/24/2020,ME,COVID-19,COVID-19,U071,25-34,
10/25/2020,2/1/2020,10/24/2020,ME,COVID-19,COVID-19,U071,35-44,
10/25/2020,2/1/2020,10/24/2020,ME,COVID-19,COVID-19,U071,45-54,
10/25/2020,2/1/2020,10/24/2020,ME,COVID-19,COVID-19,U071,55-64,10
10/25/2020,2/1/2020,10/24/2020,ME,COVID-19,COVID-19,U071,65-74,31
10/25/2020,2/1/2020,10/24/2020,ME,COVID-19,COVID-19,U071,75-84,50
10/25/2020,2/1/2020,10/24/2020,ME,COVID-19,COVID-19,U071,85+,67
10/25/2020,2/1/2020,10/24/2020,ME,COVID-19,COVID-19,U071,Not stated,0
10/25/2020,2/1/2020,10/24/2020,ME,COVID-19,COVID-19,U071,All Ages,166
10/25/2020,2/1/2020,10/24/2020,MD,Respiratory diseases,Influenza and pneumonia,J09-J18,0-24,
10/25/2020,2/1/2020,10/24/2020,MD,Respiratory diseases,Influenza and pneumonia,J09-J18,25-34,15
10/25/2020,2/1/2020,10/24/2020,MD,Respiratory diseases,Influenza and pneumonia,J09-J18,35-44,29
10/25/2020,2/1/2020,10/24/2020,MD,Respiratory diseases,Influenza and pneumonia,J09-J18,45-54,87
10/25/2020,2/1/2020,10/24/2020,MD,Respiratory diseases,Influenza and pneumonia,J09-J18,55-64,201
10/25/2020,2/1/2020,10/24/2020,MD,Respiratory diseases,Influenza and pneumonia,J09-J18,65-74,338
10/25/2020,2/1/2020,10/24/2020,MD,Respiratory diseases,Influenza and pneumonia,J09-J18,75-84,433
10/25/2020,2/1/2020,10/24/2020,MD,Respiratory diseases,Influenza and pneumonia,J09-J18,85+,426
10/25/2020,2/1/2020,10/24/2020,MD,Respiratory diseases,Influenza and pneumonia,J09-J18,Not stated,
10/25/2020,2/1/2020,10/24/2020,MD,Respiratory diseases,Influenza and pneumonia,J09-J18,All Ages,1534
10/25/2020,2/1/2020,10/24/2020,MD,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,0-24,
10/25/2020,2/1/2020,10/24/2020,MD,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,25-34,
10/25/2020,2/1/2020,10/24/2020,MD,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,35-44,
